"filename", "language", "JavaScript", "TypeScript", "JSON with Comments", "MS SQL", "TypeScript JSX", "CSS", "Markdown", "JSON", "XML", "HTML", "Python", "comment", "blank", "total"
"c:\Users\Ashwin\Documents\Printec\src\app\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Ashwin\Documents\Printec\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 8, 11, 206
"c:\Users\Ashwin\Documents\Printec\src\app\portal\PortalClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 1863, 0, 0, 0, 0, 0, 0, 101, 137, 2101
"c:\Users\Ashwin\Documents\Printec\src\app\portal\components\DesignTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 483, 0, 0, 0, 0, 0, 0, 10, 60, 553
"c:\Users\Ashwin\Documents\Printec\src\app\portal\order\[orderId]\OrderDetailClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 1357, 0, 0, 0, 0, 0, 0, 32, 84, 1473
"c:\Users\Ashwin\Documents\Printec\src\app\portal\order\[orderId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 9, 22, 278
"c:\Users\Ashwin\Documents\Printec\src\app\portal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 8, 26, 322
"c:\Users\Ashwin\Documents\Printec\src\app\production\(dashboard)\ProductionLayoutClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 564, 0, 0, 0, 0, 0, 0, 13, 36, 613
"c:\Users\Ashwin\Documents\Printec\src\app\production\(dashboard)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 5, 32
"c:\Users\Ashwin\Documents\Printec\src\app\production\(dashboard)\orders\ProductionDashboardClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 15, 25, 223
"c:\Users\Ashwin\Documents\Printec\src\app\production\(dashboard)\orders\[id]\ProductionOrderDetailClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 437, 0, 0, 0, 0, 0, 0, 16, 41, 494
"c:\Users\Ashwin\Documents\Printec\src\app\production\(dashboard)\orders\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 1, 9, 99
"c:\Users\Ashwin\Documents\Printec\src\app\production\(dashboard)\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 6, 37
"c:\Users\Ashwin\Documents\Printec\src\app\production\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 2, 14, 165
"c:\Users\Ashwin\Documents\Printec\src\app\quote\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 490, 0, 0, 0, 0, 0, 0, 16, 44, 550
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\StaffLayoutClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 635, 0, 0, 0, 0, 0, 0, 14, 39, 688
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\calendar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 7, 62
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\design\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 2, 9, 77
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 5, 32
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\orders\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 11, 136
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 2, 9, 71
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 3, 5, 64
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\site-visit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 2, 9, 79
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\support\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 2, 5, 84
"c:\Users\Ashwin\Documents\Printec\src\app\staff\(dashboard)\team\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\Ashwin\Documents\Printec\src\app\staff\login\StaffLoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 1, 15, 183
"c:\Users\Ashwin\Documents\Printec\src\app\staff\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Ashwin\Documents\Printec\src\app\staff\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\Ashwin\Documents\Printec\src\components\communication\OrderCommunicationCenter.tsx", "TypeScript JSX", 0, 0, 0, 0, 772, 0, 0, 0, 0, 0, 0, 36, 80, 888
"c:\Users\Ashwin\Documents\Printec\src\components\ui\GlobalNavigationLoader.tsx", "TypeScript JSX", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 4, 14, 67
"c:\Users\Ashwin\Documents\Printec\src\components\ui\PrintomsLoading.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Users\Ashwin\Documents\Printec\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\Ashwin\Documents\Printec\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\Ashwin\Documents\Printec\src\components\ui\interfaces-field.tsx", "TypeScript JSX", 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 22, 251
"c:\Users\Ashwin\Documents\Printec\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\Ashwin\Documents\Printec\src\components\ui\loading-lines.tsx", "TypeScript JSX", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 3, 7, 75
"c:\Users\Ashwin\Documents\Printec\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\Ashwin\Documents\Printec\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\Ashwin\Documents\Printec\src\features\auth\actions\authActions.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 142
"c:\Users\Ashwin\Documents\Printec\src\features\customers\actions\customerActions.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 62
"c:\Users\Ashwin\Documents\Printec\src\features\customers\components\CustomersViewNew.tsx", "TypeScript JSX", 0, 0, 0, 0, 360, 0, 0, 0, 0, 0, 0, 10, 23, 393
"c:\Users\Ashwin\Documents\Printec\src\features\employees\actions\employeeActions.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 79
"c:\Users\Ashwin\Documents\Printec\src\features\employees\components\EmployeeCalendarView.tsx", "TypeScript JSX", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 5, 15, 154
"c:\Users\Ashwin\Documents\Printec\src\features\employees\components\EmployeeModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 11, 97
"c:\Users\Ashwin\Documents\Printec\src\features\employees\components\EmployeeProfileView.tsx", "TypeScript JSX", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 3, 10, 102
"c:\Users\Ashwin\Documents\Printec\src\features\employees\components\EmployeesViewNew.tsx", "TypeScript JSX", 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 0, 5, 17, 321
"c:\Users\Ashwin\Documents\Printec\src\features\enquiries\actions\enquiryActions.ts", "TypeScript", 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29, 227
"c:\Users\Ashwin\Documents\Printec\src\features\enquiries\components\AddEnquiryModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 510, 0, 0, 0, 0, 0, 0, 20, 39, 569
"c:\Users\Ashwin\Documents\Printec\src\features\enquiries\components\AssignTeamModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 7, 15, 250
"c:\Users\Ashwin\Documents\Printec\src\features\enquiries\components\ConvertEnquiryModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 6, 15, 287
"c:\Users\Ashwin\Documents\Printec\src\features\enquiries\components\EnquiriesViewNew.tsx", "TypeScript JSX", 0, 0, 0, 0, 803, 0, 0, 0, 0, 0, 0, 19, 48, 870
"c:\Users\Ashwin\Documents\Printec\src\features\installations\actions\installationActions.ts", "TypeScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31, 173
"c:\Users\Ashwin\Documents\Printec\src\features\installations\components\InstallationScheduleModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 9, 17, 241
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\CustomerDetailsDrawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 8, 19, 225
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\OrderWorksheetModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 1073, 0, 0, 0, 0, 0, 0, 43, 82, 1198
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\WorkflowChoiceModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 4, 12, 186
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\admin\AdminControlModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 7, 26, 279
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\design\DesignModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 607, 0, 0, 0, 0, 0, 0, 17, 56, 680
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\installation\InstallationModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 1, 14, 183
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\production\ProductionModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 4, 11, 130
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\quotation\QuotationModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 1638, 0, 0, 0, 0, 0, 0, 73, 136, 1847
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\site-visit\ScheduleVisitModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 4, 23, 276
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\site-visit\SiteVisitModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 974, 0, 0, 0, 0, 0, 0, 37, 80, 1091
"c:\Users\Ashwin\Documents\Printec\src\features\order-detail\components\site-visit\SiteVisitReviewModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 348, 0, 0, 0, 0, 0, 0, 12, 21, 381
"c:\Users\Ashwin\Documents\Printec\src\features\orders\actions\orderActions.ts", "TypeScript", 0, 662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 119, 809
"c:\Users\Ashwin\Documents\Printec\src\features\orders\actions\siteVisitMapper.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68
"c:\Users\Ashwin\Documents\Printec\src\features\orders\components\AdminDashboardClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 580, 0, 0, 0, 0, 0, 0, 6, 26, 612
"c:\Users\Ashwin\Documents\Printec\src\features\orders\components\OrderWorkflow.tsx", "TypeScript JSX", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 5, 11, 153
"c:\Users\Ashwin\Documents\Printec\src\features\orders\components\OrdersEnhancedDashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 469, 0, 0, 0, 0, 0, 0, 9, 23, 501
"c:\Users\Ashwin\Documents\Printec\src\features\orders\components\OrdersManagementDashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 619, 0, 0, 0, 0, 0, 0, 22, 40, 681
"c:\Users\Ashwin\Documents\Printec\src\features\orders\components\ProductQuoteDashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 453, 0, 0, 0, 0, 0, 0, 14, 20, 487
"c:\Users\Ashwin\Documents\Printec\src\features\portal\actions\portalAdminActions.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 83
"c:\Users\Ashwin\Documents\Printec\src\features\products\actions\productActions.ts", "TypeScript", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34, 246
"c:\Users\Ashwin\Documents\Printec\src\features\products\components\ProductsView.tsx", "TypeScript JSX", 0, 0, 0, 0, 771, 0, 0, 0, 0, 0, 0, 29, 62, 862
"c:\Users\Ashwin\Documents\Printec\src\features\quotations\actions\quotationActions.ts", "TypeScript", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 40, 254
"c:\Users\Ashwin\Documents\Printec\src\features\settings\components\SettingsViewNew.tsx", "TypeScript JSX", 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 5, 9, 176
"c:\Users\Ashwin\Documents\Printec\src\lib\utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Ashwin\Documents\Printec\src\proxy.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\Ashwin\Documents\Printec\src\types\index.ts", "TypeScript", 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 260
"c:\Users\Ashwin\Documents\Printec\src\utils\portal-tokens.ts", "TypeScript", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 35, 255
"c:\Users\Ashwin\Documents\Printec\src\utils\rate-limiter.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 69
"c:\Users\Ashwin\Documents\Printec\src\utils\supabase\client.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Ashwin\Documents\Printec\src\utils\supabase\middleware.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 81
"c:\Users\Ashwin\Documents\Printec\src\utils\supabase\server.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 32
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20250620000000_create_portal_access_tokens.sql", "MS SQL", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 10, 9, 54
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260620000001_create_site_visits.sql", "MS SQL", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 15, 21, 217
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260621000000_add_unique_constraint_to_site_visits.sql", "MS SQL", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260624000000_remove_urgent_and_deadline_status.sql", "MS SQL", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260625000000_dynamic_id_generation.sql", "MS SQL", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 32, 29, 142
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260626000000_create_product_categories.sql", "MS SQL", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 8, 6, 38
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260627000000_create_order_activity.sql", "MS SQL", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 12, 8, 34
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260627000000_drop_unused_site_visit_columns.sql", "MS SQL", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260628000000_add_rejection_reason.sql", "MS SQL", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260628000001_drop_unused_quotation_columns.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260628000002_drop_material_prefs_table.sql", "MS SQL", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260628000003_drop_quotation_financials.sql", "MS SQL", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260628000004_drop_valid_until.sql", "MS SQL", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260628065501_add_rejection_reason_to_quotations.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260630000001_add_workflow_type.sql", "MS SQL", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 7
"c:\Users\Ashwin\Documents\Printec\supabase\migrations\20260701000000_extract_installation_and_production.sql", "MS SQL", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 6, 5, 84
"c:\Users\Ashwin\Documents\Printec\test-upload.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"c:\Users\Ashwin\Documents\Printec\test_db.mjs", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\Ashwin\Documents\Printec\tsconfig.json", "JSON with Comments", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\Ashwin\Documents\Printec\update-mappings.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"Total", "-", 301, 2695, 34, 553, 23634, 339, 4705, 7791, 5, 157, 2274, 1199, 4736, 48423
